,Name,Address,Boundary,City,ES_ZONENUM,IL_HOUSE,Match_addr,NetLabel1,Programs,Ref_ID,School_ID,Track,Type,User_fld,Y,ZIP,Adjusted_SU,Class,COLO,COMMAREA,ES_ZONENM,Governance,Grades,Label_Case,NetLabel2,Network,Status,WARD,Class2,Day20Count,GeoNetwork,Long_,Marker,Match_type,Open_Status,School_Typ,Short_Name,Side,UnitName,Addr_type,ARC_Street,ARC_ZIP,BndGrShort,BoundaryGr,Class3,Grade_Cat,Grades_Short,IL_SENATE,Lat,OBJECTID_1,ORACLE_ID,Pct_along,Phone,Score,Short_Desc,Status_2024,Typenum,US_CONGR,X,fillColor,fillOpacity,POINT_X,POINT_Y,coordinates,schoolHours,afterSchoolHours,earliestDropOffTime,phone,gradesOffered,websiteURL,isTitle1Eligible,studentCount,studentCountLowIncome,studentCountBlack,studentCountHispanic,studentCountWhite,contact_url,is_edlio,is_educational_networks,contact_emails
218,GAGE PARK HS,5630 S ROCKWELL ST,Attendance Area School,"Chicago, IL",12,1,"5630 S ROCKWELL ST, 60629",Network,,18362,609709,Standard,High School,0,1867094.172664,60629,0.4,Attendance Area School,0,GAGE PARK,Greater Midway,District,"9, 10, 11, 12",Gage Park HS,Network HS,Network 16,M,15,,348,16,-87.688954,red_blank,A,OPEN,Traditional,GAGE PARK HS,R,Gage Park High School,Address,5630 S ROCKWELL ST,60629,9-12,"9, 10, 11, 12",Attendance Area School,HS,9-12,1,41.791013,219,46141,51.72,(773)535-9230,100,Gage Park HS,Underutilized,3,4,1159972.882957,#000000,1,,,"[-87.68896, 41.791021]",8:30AM - 3:26PM,3:30PM-5:30PM,7:45AM,7735359230,"9,10,11,12",https://gageparkhs.org,True,337.0,282.0,61.0,272.0,4.0,https://gageparkhs.org/apps/contact,False,True,
219,KELLY HS,4136 S CALIFORNIA AVE,Attendance Area School,"Chicago, IL",10,23,"4136 S CALIFORNIA AVE, 60632",Network,CTE_CCA||IB||,20994,609715,Standard,High School,0,1877182.229587,60632,1.36,Attendance Area School,0,BRIGHTON PARK,Greater Stockyards,District,"9, 10, 11, 12",Kelly HS,Network HS,Network 16,M,12,,1711,16,-87.694639,red_blank,A,OPEN,Traditional,KELLY HS,R,Thomas Kelly College Preparatory,Address,4136 S CALIFORNIA AVE,60632,9-12,"9, 10, 11, 12",Attendance Area School,HS,9-12,12,41.818729,220,46181,27.27,(773)535-4900,100,Kelly HS,Overcrowded,3,4,1158347.59651,#000000,1,,,"[-87.694644, 41.818737]",7:45AM - 3:00PM,,,7735354900,"9,10,11,12",https://kellyhighschool.org,True,1606.0,1453.0,28.0,1386.0,23.0,https://kellyhighschool.org/apps/contact,True,False,
220,HUBBARD HS,6200 S HAMLIN AVE,Attendance Area School,"Chicago, IL",12,22,"6200 S HAMLIN AVE, 60629",Network,IB||,40885,609741,Standard,High School,0,1863214.930094,60629,1.37,Attendance Area School,0,WEST LAWN,Greater Midway,District,"9, 10, 11, 12",Hubbard HS,Network HS,Network 16,M,23,,1673,16,-87.718014,red_blank,A,OPEN,Traditional,HUBBARD HS,R,Gurdon S Hubbard High School,Address,6200 S HAMLIN AVE,60629,9-12,"9, 10, 11, 12",Attendance Area School,HS,9-12,11,41.780526,221,46341,0,(773)535-2200,100,Hubbard HS,Overcrowded,3,4,1152075.557545,#000000,1,,,"[-87.71802, 41.780534]",8:00 AM - 3:08 PM, 03:30 PM - 7:00 PM,06:00 AM,7735352200,"9,10,11,12",https://www.hubbardhighschool.org,True,1556.0,1383.0,66.0,1469.0,15.0,https://www.hubbardhighschool.org/apps/contact,True,False,
221,HEDGES,4747 S WINCHESTER AVE,Attendance Area School,"Chicago, IL",10,6,"4747 S WINCHESTER AVE, 60609",Network,Magnet_Cluster_Fine_Performing_Arts||,21886,609983,Standard,Elementary School,0,1872992.982388,60609,0.63,Attendance Area School,0,NEW CITY,Greater Stockyards,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Hedges,Network ES,Network 8,M,15,,480,8,-87.673327,blue_blank,A,OPEN,Traditional,HEDGES,L,James Hedges Elementary School,Address,4747 S WINCHESTER AVE,60609,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,3,41.807112,222,23681,79.31,(773)535-7360,100,Hedges ES,Underutilized,1,4,1164189.271834,#000000,1,,,"[-87.673333, 41.80712]",7:45 AM-2:45 PM,,,7735357360,"PK,K,1,2,3,4,5,6,7,8",https://hedgescps.org,True,507.0,376.0,7.0,486.0,6.0,https://hedgescps.org/apps/contact,False,True,
222,LARA,4619 S WOLCOTT AVE,Attendance Area School,"Chicago, IL",10,24,"4619 S WOLCOTT AVE, 60609",ISP,,25663,609993,Standard,Elementary School,0,1873964.003412,60609,0.59,Attendance Area School,0,NEW CITY,Greater Stockyards,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Lara,ISP ES,ISP,M,15,,332,8,-87.672182,blue_blank,A,OPEN,Traditional,LARA,L,Agustin Lara Elementary Academy,Address,4619 S WOLCOTT AVE,60609,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,12,41.80977,223,23791,31.03,(773)535-4389,100,Lara Elem Academy,Underutilized,1,4,1164494.167878,#000000,1,,,"[-87.672187, 41.809778]",08:00 AM-03:00 PM,,,7735354389,"PK,K,1,2,3,4,5,6,7,8",https://lara.cps.edu,True,365.0,292.0,19.0,338.0,4.0,https://lara.cps.edu/apps/contact,False,True,
223,HOLDEN,1104 W 31ST ST,Attendance Area School,"Chicago, IL",10,24,"1104 W 31ST ST, 60608",ISP,Magnet_Cluster_Fine_Performing_Arts||,40207,609996,Standard,Elementary School,0,1884299.865943,60608,0.63,Attendance Area School,0,BRIDGEPORT,Greater Stockyards,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Holden,ISP ES,ISP,M,11,,432,6,-87.653792,blue_blank,A,OPEN,Traditional,HOLDEN,R,Charles N Holden Elementary School,Address,1104 W 31ST ST,60608,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,12,41.838027,224,23821,25,(773)535-7200,100,Holden ES,Underutilized,1,4,1169426.242659,#000000,1,,,"[-87.653797, 41.838035]",08:20 AM-03:20 PM,3:20 - 5:30 PM,8:00 AM,7735357200,"PK,K,1,2,3,4,5,6,7,8",https://www.holdenschool.org,True,408.0,281.0,59.0,207.0,84.0,https://www.holdenschool.org/apps/contact,False,True,
224,DAVIS N,3014 W 39TH PL,Attendance Area School,"Chicago, IL",10,23,"3014 W 39TH PL, 60632",Network,,41996,609876,Standard,Elementary School,0,1878308.847741,60632,0.57,Attendance Area School,0,BRIGHTON PARK,Greater Stockyards,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",N. Davis,Network ES,Network 8,M,12,,526,8,-87.700202,blue_blank,A,OPEN,Traditional,DAVIS N,R,Nathan S Davis Elementary School,Address,3014 W 39TH PL,60632,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,12,41.821852,225,22891,24.14,(773)535-4540,100,Nathan Davis ES,Underutilized,1,4,1156822.687158,#000000,1,,,"[-87.700208, 41.821859]",08:00 AM-03:00 PM,3:00 PM - 6:00 PM,,7735354540,"PK,K,1,2,3,4,5,6,7,8",http://nathansdavis.cps.edu,True,540.0,439.0,15.0,502.0,19.0,http://nathansdavis.cps.edu/apps/contact,False,True,
225,CHRISTOPHER,5042 S ARTESIAN AVE,Citywide,"Chicago, IL",12,1,"5042 S ARTESIAN AVE, 60632",Network,,1106,609855,Standard,Elementary School,0,1870980.286611,60632,1,Citywide,0,GAGE PARK,Greater Midway,District,"K, 1, 2, 3, 4, 5, 6, 7, 8",Christopher,Network ES,Network 8,M,15,,311,8,-87.685607,blue_circle,A,OPEN,Traditional,CHRISTOPHER,R,Walter S Christopher Elementary School,Address,5042 S ARTESIAN AVE,60632,,,Citywide,ES,K-8,1,41.801659,226,30031,72.41,(773)535-9375,100,Christopher ES,Efficient,1,4,1160856.37102,#000000,1,,,"[-87.685613, 41.801666]",7:30 AM-2:30 PM,,,7735359375,"K,1,2,3,4,5,6,7,8",https://www.christopherschool.org,True,317.0,279.0,51.0,258.0,6.0,https://www.christopherschool.org/apps/contact,False,True,
226,CURIE HS,4959 S ARCHER AVE,Attendance Area School,"Chicago, IL",12,1,"4959 S ARCHER AVE, 60632",Network,CTE_CCA||IB||Magnet_HS_Fine_Performing_Arts||,55146,609756,Standard,High School,0,1871418.25916,60632,1.24,Attendance Area School,0,ARCHER HEIGHTS,Greater Midway,District,"9, 10, 11, 12",Curie HS,Network HS,Network 15,M,14,High School Magnet,2910,15,-87.722042,red_blank,A,OPEN,Traditional,CURIE HS,L,Marie Sklodowska Curie Metropolitan High School,Address,4959 S ARCHER AVE,60632,9-12,"9, 10, 11, 12",Attendance Area School/High School Magnet,HS,9-12,1,41.80306,227,53101,59.18,(773)535-2100,100,Curie Metro HS,Overcrowded,3,4,1150918.573966,#000000,1,,,"[-87.722047, 41.803068]",7:30 AM-3:40 PM,3:00 PM - 6:30 PM,7:00 AM,7735352100,"9,10,11,12",https://www.curiehs.org,True,2873.0,2446.0,237.0,2523.0,39.0,https://www.curiehs.org/apps/contact,True,False,
227,JUAREZ HS,1450 W CERMAK RD,Attendance Area School,"Chicago, IL",9,24,"1450 W CERMAK RD, 60608",Network,CTE_CCA||IB||,44735,609764,Standard,High School,0,1889613.072836,60608,1.09,Attendance Area School,0,LOWER WEST SIDE,Pilsen / Little Village,District,"9, 10, 11, 12",Juarez HS,Network HS,Network 15,M,25,,1547,16,-87.664339,red_blank,A,OPEN,Traditional,JUAREZ HS,R,Benito Juarez Community Academy High School,Address,1450 W CERMAK RD,60608,9-12,"9, 10, 11, 12",Attendance Area School,HS,9-12,12,41.85267,228,46421,69.23,(773)534-7030,100,Juarez Academy,Efficient,3,4,1166510.413517,#000000,1,,,"[-87.664345, 41.852678]",7:45AM - 2:30PM,2:30 TO 8:00 PM,7:00 AM,7735347030,"9,10,11,12",https://benitojuarez.net,True,1514.0,1320.0,34.0,1442.0,21.0,https://benitojuarez.net/apps/contact,False,True,
228,ARMOUR,950 W 33RD PL,Attendance Area School,"Chicago, IL",10,24,"950 W 33RD PL, 60608",ISP,,37326,609777,Standard,Elementary School,0,1882785.847973,60608,0.48,Attendance Area School,0,BRIDGEPORT,Greater Stockyards,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Armour,ISP ES,ISP,M,11,,241,6,-87.650653,blue_blank,A,OPEN,Traditional,ARMOUR,R,Phillip D Armour Elementary School,Address,950 W 33RD PL,60608,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,12,41.833854,229,22061,86.21,(773)535-4530,100,Armour ES,Underutilized,1,4,1170293.583772,#000000,1,,,"[-87.650659, 41.833862]",8:15 AM TO 3:15 PM,3:15 PM TO 5:00 PM,7:00AM,7735354530,"PK,K,1,2,3,4,5,6,7,8",https://armourelementary.org/,True,255.0,186.0,20.0,173.0,31.0,https://armourelementary.org/apps/contact,False,True,
229,BURROUGHS,3542 S WASHTENAW AVE,Attendance Area School,"Chicago, IL",10,24,"3542 S WASHTENAW AVE, 60632",Network,,26618,609829,Standard,Elementary School,0,1880881.203817,60632,0.96,Attendance Area School,0,BRIGHTON PARK,Greater Stockyards,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Burroughs,Network ES,Network 8,M,12,,307,8,-87.692457,blue_blank,A,OPEN,Traditional,BURROUGHS,R,John C Burroughs Elementary School,Address,3542 S WASHTENAW AVE,60632,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,12,41.828868,230,22481,38.46,(773)535-7226,100,Burroughs ES,Efficient,1,4,1158914.826346,#000000,1,,,"[-87.692462, 41.828876]",08:30 AM-03:30 PM,3:30-6:00PM,7:45QAM,7735357226,"PK,K,1,2,3,4,5,6,7,8",http://burroughs.cps.edu,True,305.0,250.0,11.0,279.0,9.0,,,,
230,LITTLE VILLAGE,2620 S LAWNDALE AVE,Attendance Area School,"Chicago, IL",9,23,"2620 S LAWNDALE AVE, 60623",ISP,,32496,609834,Standard,Elementary School,0,1886235.701638,60623,0.78,Attendance Area School,0,SOUTH LAWNDALE,Pilsen / Little Village,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Little Village,ISP ES,ISP,M,22,,566,7,-87.717319,blue_blank,A,OPEN,Traditional,LITTLE VILLAGE,R,Little Village Elementary School,Address,2620 S LAWNDALE AVE,60623,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,12,41.843698,231,22521,34.48,(773)534-1880,100,Little Village ES,Efficient,1,4,1152100.051918,#000000,1,,,"[-87.717325, 41.843706]",08:00 AM-03:00 PM,,,7735341880,"PK,K,1,2,3,4,5,6,7,8",https://lva.cps.edu,True,572.0,480.0,7.0,559.0,2.0,https://lva.cps.edu/apps/contact,False,True,
231,CARSON,5516 S MAPLEWOOD AVE,Attendance Area School,"Chicago, IL",12,1,"5516 S MAPLEWOOD AVE, 60629",ISP,Magnet_Cluster_World_Language||,54648,609842,Standard,Elementary School,0,1867919.809792,60629,0.7,Attendance Area School,0,GAGE PARK,Greater Midway,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Carson,ISP ES,ISP,M,15,,748,8,-87.6878,blue_blank,A,OPEN,Traditional,CARSON,R,Rachel Carson Elementary School,Address,5516 S MAPLEWOOD AVE,60629,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,1,41.793272,232,22601,27.59,(773)535-9222,100,Carson ES,Efficient,1,4,1160281.508324,#000000,1,,,"[-87.687805, 41.79328]",07:45 AM-02:45 PM,02:45 PM - 05:45 PM,7:30 AM,7735359222,"PK,K,1,2,3,4,5,6,7,8",https://carson.cps.edu,True,727.0,597.0,22.0,699.0,2.0,https://carson.cps.edu/apps/contact,False,True,
232,COOPER,1624 W 19TH ST,Attendance Area School,"Chicago, IL",9,24,"1624 W 19TH ST, 60608",Network,,19048,609867,Standard,Elementary School,0,1890831.716396,60608,0.39,Attendance Area School,0,LOWER WEST SIDE,Pilsen / Little Village,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Cooper,Network ES,Network 7,M,25,,417,7,-87.667227,blue_blank,A,OPEN,Traditional,COOPER,R,Peter Cooper Elementary Dual Language Academy,Address,1624 W 19TH ST,60608,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,12,41.856031,233,22831,22.73,(773)534-7205,100,Cooper ES Academy,Underutilized,1,4,1165714.164454,#000000,1,,,"[-87.667233, 41.856039]",7:45AM - 2:45PM,3:00 - 4:30 PM,7:45 AM,7735347205,"PK,K,1,2,3,4,5,6,7,8",http://cooper.cps.edu,True,431.0,340.0,19.0,403.0,7.0,,,,
233,CORKERY,2510 S KILDARE AVE,Attendance Area School,"Chicago, IL",9,23,"2510 S KILDARE AVE, 60623",Network,,32362,609870,Standard,Elementary School,0,1886902.813164,60623,0.58,Attendance Area School,0,SOUTH LAWNDALE,Pilsen / Little Village,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Corkery,Network ES,Network 7,M,22,,407,7,-87.731193,blue_blank,A,OPEN,Traditional,CORKERY,R,Daniel J Corkery Elementary School,Address,2510 S KILDARE AVE,60623,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,12,41.845602,234,22851,41.67,(773)534-1650,100,Corkery ES,Underutilized,1,4,1148314.841969,#000000,1,,,"[-87.731199, 41.84561]",8:00 AM-3:00 PM,,7:50,7735341650,"PK,K,1,2,3,4,5,6,7,8",https://corkery.cps.edu,True,444.0,343.0,53.0,381.0,8.0,https://corkery.cps.edu/contact.html,False,False,
234,PEREZ,1241 W 19TH ST,Attendance Area School,"Chicago, IL",9,24,"1241 W 19TH ST, 60608",Network,Magnet_Cluster_Fine_Performing_Arts||,34396,609872,Standard,Elementary School,0,1890850.494902,60608,0.39,Attendance Area School,0,LOWER WEST SIDE,Pilsen / Little Village,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Perez,Network ES,Network 7,M,25,,302,7,-87.65798,blue_blank,A,OPEN,Traditional,PEREZ,L,Manuel Perez Elementary School,Address,1241 W 19TH ST,60608,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,12,41.856029,235,22861,30.77,(773)534-7650,100,Perez ES,Underutilized,1,4,1168233.289008,#000000,1,,,"[-87.657986, 41.856037]",08:00 AM-03:00 PM,,,7735347650,"PK,K,1,2,3,4,5,6,7,8",https://perezelementary.org/,True,286.0,223.0,25.0,248.0,6.0,https://perezelementary.org/apps/contact,False,False,
235,HEARST,4640 S LAMON AVE,Attendance Area School,"Chicago, IL",12,1,"4640 S LAMON AVE, 60638",Network,,24885,609981,Standard,Elementary School,0,1873237.020614,60638,0.44,Attendance Area School,0,GARFIELD RIDGE,Greater Midway,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Hearst,Network ES,Network 10,M,22,,305,10,-87.745726,blue_blank,A,OPEN,Traditional,HEARST,R,Phobe Apperson Hearst Elementary School,Address,4640 S LAMON AVE,60638,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,1,41.808175,236,23671,68.97,(773)535-2376,100,Hearst ES,Underutilized,1,4,1144448.257182,#000000,1,,,"[-87.745732, 41.808183]",08:45 AM-03:45 PM,3:45-5:00,8:30,7735352376,"PK,K,1,2,3,4,5,6,7,8",https://www.hearst.cps.edu,True,278.0,212.0,89.0,179.0,8.0,https://www.hearst.cps.edu/contact.html,False,False,
236,EBERHART,3400 W 65TH PL,Attendance Area School,"Chicago, IL",12,1,"3400 W 65TH PL, 60629",Network,Magnet_Cluster_Fine_Performing_Arts||,13642,609898,Standard,Elementary School,0,1861009.772103,60629,0.7,Attendance Area School,0,CHICAGO LAWN,Greater Midway,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Eberhart,Network ES,Network 10,M,14,,1007,10,-87.707953,blue_blank,A,OPEN,Traditional,EBERHART,R,John F Eberhart Elementary School,Address,3400 W 65TH PL,60629,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,1,41.77442,237,23041,0,(773)535-9190,100,Eberhart ES,Efficient,1,4,1154835.87125,#000000,1,,,"[-87.707958, 41.774428]",08:30 AM-03:30 PM,3:30 PM-5:15 PM,8:15 AM,7735359190,"PK,K,1,2,3,4,5,6,7,8",http://eberhart.cps.edu,True,1015.0,854.0,27.0,970.0,15.0,http://eberhart.cps.edu/contact/,False,False,
237,EDWARDS,4815 S KARLOV AVE,Attendance Area School,"Chicago, IL",12,1,"4815 S KARLOV AVE, 60632",Network,Magnet_Cluster_Fine_Performing_Arts_IB||,35252,609903,Standard,Elementary School,0,1872315.067406,60632,0.75,Attendance Area School,0,ARCHER HEIGHTS,Greater Midway,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Edwards,Network ES,Network 8,M,14,,1219,8,-87.725856,blue_blank,A,OPEN,Traditional,EDWARDS,L,Richard Edwards Elementary School,Address,4815 S KARLOV AVE,60632,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,1,41.805542,238,23081,24.14,(773)535-4875,100,Edwards ES,Efficient,1,4,1149872.149878,#000000,1,,,"[-87.725862, 41.805549]",8:15AM - 3:30PM,,,7735354875,"PK,K,1,2,3,4,5,6,7,8",https://edwards.cps.edu,True,1215.0,866.0,15.0,1164.0,29.0,https://edwards.cps.edu/apps/contact,False,True,
238,EVERETT,3419 S BELL AVE,Attendance Area School,"Chicago, IL",10,1,"3419 S BELL AVE, 60608",ISP,,4982,609909,Standard,Elementary School,0,1881883.286786,60608,0.2,Attendance Area School,0,MCKINLEY PARK,Greater Stockyards,District,"PK, K, 1, 2, 3, 4, 5",Everett,ISP ES,ISP,M,12,,99,8,-87.68131,blue_blank,A,OPEN,Traditional,EVERETT,L,Edward Everett Elementary School,Address,3419 S BELL AVE,60608,K-5,"K, 1, 2, 3, 4, 5",Attendance Area School,ES,PK-5,1,41.831555,239,23141,31.03,(773)535-4550,100,Everett ES,Underutilized,1,4,1161945.233343,#000000,1,,,"[-87.681316, 41.831563]",08:15 AM-03:15 PM,,,7735354550,"PK,K,1,2,3,4,5",https://everett.cps.edu,True,90.0,67.0,2.0,77.0,1.0,https://everett.cps.edu/contact.html,False,False,
239,KANOON,2233 S KEDZIE AVE,Attendance Area School,"Chicago, IL",9,23,"2233 S KEDZIE AVE, 60623",Network,Magnet_Elem_Dual_Immersion||,50040,609920,Standard,Elementary School,0,1888837.30503,60623,0.59,Attendance Area School,0,SOUTH LAWNDALE,Pilsen / Little Village,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Kanoon,Network ES,Network 7,M,24,Elementary Magnet,371,7,-87.705112,blue_blank,A,OPEN,Traditional,KANOON,L,Gerald Delgado Kanoon Elementary Magnet School,Address,2233 S KEDZIE AVE,60623,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School/Elementary Magnet,ES,PK-8,12,41.850771,240,29071,55.17,(773)534-1736,100,Kanoon Magnet,Underutilized,1,4,1155407.310395,#000000,1,,,"[-87.705118, 41.850779]",7:45 AM-2:45 PM,2:45- 5:30,,7735341736,"PK,K,1,2,3,4,5,6,7,8",https://kanoonmagnet.com,True,398.0,342.0,17.0,371.0,3.0,https://kanoonmagnet.com/apps/contact,False,True,
240,TELPOCHCALLI,2832 W 24TH BLVD,Attendance Area School,"Chicago, IL",9,24,"2832 W 24TH BLVD, 60623",Network,Magnet_Cluster_World_Language||,3029,609921,Standard,Elementary School,0,1887826.511448,60623,1,Attendance Area School,1,SOUTH LAWNDALE,Pilsen / Little Village,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Telpochcalli,Network ES,Network 7,M,24,,226,7,-87.696006,blue_blank,A,OPEN,Traditional,TELPOCHCALLI,R,Telpochcalli Elementary School,Address,2832 W 24TH BLVD,60623,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,12,41.847947,241,23231,50,(773)534-1402,100,Telpochcalli ES,Efficient,1,4,1157895.919919,#000000,1,,,"[-87.696012, 41.847955]",8:00 AM-3:00 PM,3:00-5:00,7:45 AM,7735341402,"PK,K,1,2,3,4,5,6,7,8",http://www.telpochcalli.cps.edu,True,212.0,165.0,10.0,190.0,10.0,http://www.telpochcalli.cps.edu/apps/contact,False,False,
241,GARY,3740 W 31ST ST,Attendance Area School,"Chicago, IL",9,23,"3740 W 31ST ST, 60623",Network,Comprehensive_Gifted||,8977,609938,Standard,Elementary School,0,1883815.985677,60623,0.64,Attendance Area School,0,SOUTH LAWNDALE,Pilsen / Little Village,District,"PK, 3, 4, 5, 6, 7, 8",Gary,Network ES,Network 7,M,22,,718,7,-87.718697,blue_blank,A,OPEN,Traditional,GARY,R,Joseph E Gary Elementary School,Address,3740 W 31ST ST,60623,3-8,"3, 4, 5, 6, 7, 8",Attendance Area School,ES,"PK, 3-8",12,41.837065,242,23311,35.71,(773)534-1455,100,Gary ES,Underutilized,1,4,1151741.95913,#000000,1,,,"[-87.718702, 41.837073]",07:45 AM-02:45 PM,2:45-5:30 PM,7:30 AM,7735341455,"PK,3,4,5,6,7,8",http://www.gary.cps.edu,True,709.0,627.0,3.0,696.0,5.0,,,,
242,ORTIZ DE DOMINGUEZ,3000 S LAWNDALE AVE,Attendance Area School,"Chicago, IL",9,23,"3000 S LAWNDALE AVE, 60623",Network,,43769,609950,Standard,Elementary School,0,1884447.643534,60623,0.59,Attendance Area School,0,SOUTH LAWNDALE,Pilsen / Little Village,District,"PK, K, 1, 2",Ortiz De Dominguez,Network ES,Network 7,M,22,,399,7,-87.71719,blue_blank,A,OPEN,Traditional,ORTIZ DE DOMINGUEZ,R,Josefa Ortiz De Dominguez Elementary School,Address,3000 S LAWNDALE AVE,60623,K-2,"K, 1, 2",Attendance Area School,ES,PK-2,12,41.838791,243,23411,0,(773)534-1600,100,Ortiz De Dominguez ES,Underutilized,1,4,1152147.930431,#000000,1,,,"[-87.717196, 41.838798]",07:45 AM-02:45 PM,2:45 PM- 4:00 PM,7:30 AM,7735341600,"PK,K,1,2",https://ortizdedominguez.cps.edu,True,409.0,285.0,5.0,398.0,6.0,https://ortizdedominguez.cps.edu/apps/contact,False,True,
243,GREENE,3525 S HONORE ST,Attendance Area School,"Chicago, IL",10,24,"3525 S HONORE ST, 60609",Network,,49078,609952,Standard,Elementary School,0,1881216.541729,60609,0.47,Attendance Area School,0,MCKINLEY PARK,Greater Stockyards,District,"PK, K, 1, 2, 3, 4, 5",Greene,Network ES,Network 8,M,12,,312,8,-87.671492,blue_blank,A,OPEN,Traditional,GREENE,L,Nathanael Greene Elementary School,Address,3525 S HONORE ST,60609,K-5,"K, 1, 2, 3, 4, 5",Attendance Area School,ES,PK-5,12,41.829669,244,23431,41.38,(773)535-4560,100,Nathanael Greene ES,Underutilized,1,4,1164626.213545,#000000,1,,,"[-87.671498, 41.829677]",08:00 AM-03:00 PM,,,7735354560,"PK,K,1,2,3,4,5",https://greene.cps.edu,True,328.0,240.0,13.0,283.0,12.0,https://greene.cps.edu/apps/contact,False,True,
244,GRIMES,5450 W 64TH PL,Attendance Area School,"Chicago, IL",12,22,"5450 W 64TH PL, 60638",Network,,17904,609956,Standard,Elementary School,0,1861293.363399,60638,0.78,Attendance Area School,0,CLEARING,Greater Midway,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Grimes,Network ES,Network 10,M,13,,369,10,-87.758803,blue_blank,A,OPEN,Traditional,GRIMES,R,Robert L Grimes Elementary School,Address,5450 W 64TH PL,60638,K-8,"K, 1, 2, 3, 4, 5, 6, 7, 8",Attendance Area School,ES,PK-8,11,41.775464,245,23461,86.21,(773)535-2364,100,Grimes ES,Efficient,1,4,1140962.676883,#000000,1,,,"[-87.758809, 41.775472]",08:00 AM-03:00 PM,3:00-4:00,7:45 AM,7735352364,"PK,K,1,2,3,4,5,6,7,8",https://grimes.cps.edu/,True,370.0,247.0,10.0,339.0,18.0,https://grimes.cps.edu/apps/contact,False,True,
245,GUNSAULUS,4420 S SACRAMENTO AVE,Citywide,"Chicago, IL",10,23,"4420 S SACRAMENTO AVE, 60632",Network,Magnet_Elem_Scholastic_Academy||,8646,609958,Standard,Elementary School,0,1875087.736073,60632,0.93,Citywide,0,BRIGHTON PARK,Greater Stockyards,District,"PK, K, 1, 2, 3, 4, 5, 6, 7, 8",Gunsaulus,Network ES,Network 8,M,12,Elementary Magnet,670,8,-87.699364,blue_circle,A,OPEN,Traditional,GUNSAULUS,R,Frank W Gunsaulus Elementary Scholastic Academy,Address,4420 S SACRAMENTO AVE,60632,,,Elementary Magnet,ES,PK-8,12,41.813007,246,29121,34.48,(773)535-7215,100,Gunsaulus Elem Academy,Efficient,1,4,1157074.872677,#000000,1,,,"[-87.69937, 41.813015]",7:30 AM-2:30 PM,,7:15AM,7735357215,"PK,K,1,2,3,4,5,6,7,8",https://gunsaulus.org,True,666.0,535.0,11.0,626.0,16.0,https://gunsaulus.org/apps/contact,False,True,
